100,98.145.213.205,2013-11-11,2,C'est un etablissement a chier,4,11,9
101,80.142.149.142,2013-11-2,2,C'est un etablissement calme,4,15,9
102,149.133.66.161,2013-11-13,3,C'est un etablissement deconseille,1,7,9
103,113.140.245.177,2013-11-14,1,C'est un etablissement super,1,10,9
104,228.203.32.129,2013-11-18,2,C'est un etablissement a chier,4,5,9
105,165.113.51.179,2013-11-3,3,C'est un etablissement super,1,11,9
106,91.220.188.237,2013-11-14,4,C'est un etablissement pas tres chaleureux,1,6,9
107,56.5.228.93,2013-11-27,1,C'est un etablissement de merde,1,2,9
108,121.200.91.24,2013-11-9,4,C'est un etablissement de bonne qualite,4,13,9
109,254.232.183.157,2013-11-6,1,C'est un etablissement de merde,4,13,9
110,143.226.18.200,2013-12-9,1,C'est un etablissement branche,1,2,9
111,164.3.63.143,2013-12-28,4,C'est un etablissement deconseille,2,16,9
112,167.27.153.113,2013-12-19,3,C'est un etablissement recommande,2,6,9
113,247.238.86.55,2013-12-26,2,C'est un etablissement tres design,1,8,9
114,141.34.106.67,2013-12-19,5,C'est un etablissement tres design,3,16,9
115,85.128.84.148,2013-12-14,1,C'est un etablissement a chier,1,13,9
116,80.20.240.62,2013-12-4,5,C'est un etablissement calme,4,3,9
117,142.217.238.50,2013-12-2,2,C'est un etablissement recommande,3,9,9
118,162.23.45.233,2013-12-12,2,C'est un etablissement deconseille,4,16,9
119,107.113.175.32,2013-12-17,3,C'est un etablissement recommande,2,13,9
120,73.172.243.49,2013-12-25,4,C'est un etablissement super,4,8,9
121,115.218.89.54,2013-7-5,2,C'est un etablissement deconseille,4,5,2
122,126.253.99.140,2013-11-24,2,C'est un etablissement a chier,1,14,22
123,254.143.116.37,2013-1-15,5,C'est un etablissement chic,1,8,20
124,190.161.241.85,2012-11-5,2,C'est un etablissement deconseille,1,0,27
125,153.59.80.68,2013-5-23,2,C'est un etablissement de merde,1,5,22
126,53.199.154.72,2014-11-29,3,C'est un etablissement recommande,2,5,34
127,228.250.150.52,2013-5-7,3,C'est un etablissement propre,1,14,5
128,198.3.238.19,2013-9-23,3,C'est un etablissement pas tres chaleureux,2,5,8
129,61.203.10.132,2014-4-8,2,C'est un etablissement calme,2,1,13
130,66.66.186.233,2012-2-6,4,C'est un etablissement super,2,1,0
131,104.12.104.213,2012-7-8,3,C'est un etablissement chic,4,10,4
132,235.29.250.219,2013-4-6,2,C'est un etablissement a chier,2,1,13
133,163.198.131.237,2013-8-20,3,C'est un etablissement deconseille,1,3,33
134,125.102.112.180,2013-7-5,3,C'est un etablissement de bonne qualite,1,4,18
135,193.225.242.16,2013-3-18,5,C'est un etablissement tres design,1,11,32
136,92.71.84.243,2012-8-6,2,C'est un etablissement branche,1,7,2
137,62.143.241.48,2014-7-12,1,C'est un etablissement deconseille,4,5,28
138,17.119.221.114,2013-6-4,2,C'est un etablissement deconseille,2,0,24
139,115.175.79.212,2012-12-18,4,C'est un etablissement tres acceuillant,1,4,0
140,89.60.150.192,2012-1-5,2,C'est un etablissement a chier,1,11,23
141,95.247.121.177,2014-8-26,3,C'est un etablissement cool,1,12,9
142,78.74.193.92,2014-5-6,0,C'est un etablissement de merde,1,8,12
143,162.24.20.97,2014-10-18,4,C'est un etablissement super,1,8,0
144,110.180.63.68,2014-11-7,3,C'est un etablissement recommande,4,2,30
145,160.34.164.182,2012-9-24,5,C'est un etablissement super,4,9,33
146,160.135.186.137,2013-7-17,1,C'est un etablissement de merde,1,12,17
147,235.243.56.145,2012-6-8,3,C'est un etablissement de bonne qualite,3,0,14
148,112.179.16.225,2012-7-10,1,C'est un etablissement de merde,4,4,14
149,119.119.28.56,2012-11-21,4,C'est un etablissement propre,1,8,10
150,12.103.43.101,2012-11-24,3,C'est un etablissement recommande,1,3,29
151,28.221.0.147,2014-2-2,5,C'est un etablissement branche,3,1,24
152,220.12.215.234,2012-1-22,0,C'est un etablissement de merde,2,7,25
153,126.59.35.219,2013-9-21,3,C'est un etablissement recommande,1,1,18
154,184.102.65.182,2012-6-4,2,C'est un etablissement branche,1,8,22
155,99.39.101.137,2014-1-7,3,C'est un etablissement recommande,2,8,2
156,252.168.24.116,2012-4-22,3,C'est un etablissement de bonne qualite,4,4,13
157,238.57.81.155,2012-6-11,2,C'est un etablissement tres acceuillant,4,15,25
158,26.114.156.164,2013-5-20,4,C'est un etablissement calme,4,8,15
159,116.156.132.142,2012-4-2,2,C'est un etablissement de bonne qualite,2,14,23
160,97.253.11.247,2014-1-19,4,C'est un etablissement super,3,5,15
161,196.2.12.141,2012-6-13,4,C'est un etablissement super,3,14,8
162,25.13.24.77,2012-6-23,4,C'est un etablissement pas tres chaleureux,1,4,6
163,26.167.136.174,2014-6-21,3,C'est un etablissement cool,4,3,8
164,41.64.141.59,2014-3-26,2,C'est un etablissement calme,1,0,27
165,33.79.71.95,2014-12-5,3,C'est un etablissement pas tres chaleureux,2,9,10
166,223.241.47.99,2013-3-5,2,C'est un etablissement de merde,1,3,6
167,181.72.151.60,2013-8-4,5,C'est un etablissement calme,1,9,8
168,163.206.106.253,2013-12-20,1,C'est un etablissement de merde,3,16,2
169,79.244.3.245,2013-5-13,2,C'est un etablissement tres design,1,12,32
170,163.170.142.78,2013-3-14,2,C'est un etablissement deconseille,1,15,20
171,55.101.67.22,2014-12-19,2,C'est un etablissement branche,4,11,28
172,181.91.129.247,2013-7-17,1,C'est un etablissement a chier,1,14,33
173,4.243.7.175,2013-5-30,4,C'est un etablissement chic,4,1,0
174,19.157.56.96,2013-8-5,4,C'est un etablissement propre,4,15,17
175,253.251.243.84,2013-11-19,4,C'est un etablissement cool,2,14,21
176,154.65.87.154,2013-2-16,2,C'est un etablissement deconseille,1,9,26
177,76.30.101.221,2014-2-2,0,C'est un etablissement de merde,1,12,28
178,195.31.212.135,2013-11-9,1,C'est un etablissement calme,3,15,25
179,51.159.222.222,2014-1-2,5,C'est un etablissement cool,1,16,28
180,113.164.123.29,2014-2-3,1,C'est un etablissement deconseille,1,12,13
181,168.219.58.215,2014-12-25,3,C'est un etablissement pas tres chaleureux,2,1,20
182,64.237.157.19,2014-9-11,3,C'est un etablissement de bonne qualite,2,5,6
183,14.218.243.107,2012-4-19,2,C'est un etablissement de merde,4,8,9
184,28.185.96.82,2013-3-28,1,C'est un etablissement calme,1,14,29
185,221.128.47.67,2014-9-6,5,C'est un etablissement calme,1,11,11
186,26.178.109.248,2013-2-26,3,C'est un etablissement chic,4,5,31
187,141.226.79.98,2014-10-4,4,C'est un etablissement branche,4,5,2
188,241.212.253.196,2014-8-14,4,C'est un etablissement super,3,5,29
189,248.194.60.253,2012-7-21,5,C'est un etablissement de bonne qualite,1,6,7
190,149.244.110.46,2014-12-15,2,C'est un etablissement cool,2,8,24
191,31.44.175.53,2014-3-18,2,C'est un etablissement tres acceuillant,2,11,34
192,188.166.235.159,2013-8-2,5,C'est un etablissement recommande,2,8,5
193,249.195.44.52,2013-10-9,5,C'est un etablissement chic,2,1,26
194,99.9.230.121,2012-11-18,3,C'est un etablissement branche,1,14,11
195,99.9.230.121,2013-11-3,3,C'est un etablissement propre,2,4,2
196,143.58.75.220,2013-1-3,1,C'est un etablissement pas tres acceuillant,1,8,31
197,188.58.99.32,2014-4-23,3,C'est un etablissement chic,1,6,22
198,232.119.178.98,2014-4-8,5,C'est un etablissement tres acceuillant,3,3,21
199,237.186.91.26,2013-12-26,4,C'est un etablissement super,4,6,28
200,228.40.26.67,2014-8-17,4,C'est un etablissement propre,4,2,23
201,136.41.100.236,2012-12-19,0,C'est un etablissement de merde,3,5,16
202,159.92.202.149,2013-4-26,4,C'est un etablissement recommande,4,4,26
203,86.248.100.194,2013-4-21,1,C'est un etablissement chic,1,6,5
204,153.127.105.160,2014-11-21,4,C'est un etablissement chic,3,3,20
205,215.187.147.76,2012-6-24,3,C'est un etablissement tres design,4,3,7
206,254.65.130.98,2012-3-3,4,C'est un etablissement tres design,1,2,19
207,16.118.222.247,2012-12-28,3,C'est un etablissement recommande,1,8,11
208,43.242.235.219,2012-12-7,5,C'est un etablissement tres acceuillant,1,7,6
209,201.178.197.44,2013-9-26,5,C'est un etablissement branche,3,14,9
210,125.238.212.180,2014-3-21,4,C'est un etablissement tres acceuillant,1,1,10
211,125.248.212.180,2013-3-21,5,C'est un tres bon restaurant,9,17,50
212,125.248.212.180,2014-4-11,5,C'est un etablissement magnifique,9,18,50
